location_id,species_id,method,time_of_day,rate,min_level,max_level,condition_note
29,313,WALK,ANY,10,50,50,
29,314,WALK,ANY,10,50,50,
29,315,WALK,ANY,10,50,50,
29,432,WALK,ANY,10,50,50,
29,44,WALK,DAY,10,52,52,
29,70,WALK,DAY,10,52,52,
29,166,WALK,MORNING,20,52,52,
29,168,WALK,NIGHT,20,52,52,
30,129,GOOD_ROD,ANY,55,10,25,
30,223,GOOD_ROD,ANY,45,10,25,
30,129,OLD_ROD,ANY,100,3,10,
30,175,RADAR,ANY,22,18,23,PokéRadar
30,130,SUPER_ROD,ANY,40,30,40,
30,224,SUPER_ROD,ANY,15,40,55,
30,320,SUPER_ROD,ANY,40,30,40,
30,321,SUPER_ROD,ANY,5,35,55,
30,73,SURF,ANY,5,40,55,
30,86,SURF,ANY,30,35,45,
30,87,SURF,ANY,5,40,55,
30,279,SURF,ANY,60,40,55,
30,363,SURF,ANY,30,35,45,
30,364,SURF,ANY,5,40,55,
30,222,SWARM,ANY,40,50,50,Swarm
30,43,WALK,ANY,11,18,23,
30,44,WALK,ANY,20,50,50,
30,55,WALK,ANY,10,52,52,
30,69,WALK,ANY,11,18,23,
30,70,WALK,ANY,20,50,50,
30,267,WALK,ANY,10,51,51,
30,269,WALK,ANY,10,51,51,
30,419,WALK,ANY,13,50,52,
30,423,WALK,ANY,5,51,51,
31,129,GOOD_ROD,ANY,55,10,25,
31,456,GOOD_ROD,ANY,45,10,25,
31,129,OLD_ROD,ANY,100,3,10,
31,120,SUPER_ROD,ANY,15,20,40,
31,130,SUPER_ROD,ANY,40,30,40,
31,457,SUPER_ROD,ANY,45,20,50,
31,72,SURF,ANY,60,20,30,
31,73,SURF,ANY,5,20,40,
31,278,SURF,ANY,30,20,30,
31,279,SURF,ANY,5,20,40,
32,129,GOOD_ROD,ANY,55,10,25,
32,339,GOOD_ROD,ANY,45,10,25,
32,129,OLD_ROD,ANY,100,3,10,
32,130,SUPER_ROD,ANY,55,30,55,
32,340,SUPER_ROD,ANY,45,20,50,
32,54,SURF,ANY,90,20,40,
32,55,SURF,ANY,10,20,40,
33,129,GOOD_ROD,ANY,55,10,25,
33,223,GOOD_ROD,ANY,45,10,25,
33,129,OLD_ROD,ANY,100,3,10,
33,130,SUPER_ROD,ANY,55,30,55,
33,224,SUPER_ROD,ANY,45,20,50,
33,72,SURF,ANY,60,20,30,
33,73,SURF,ANY,5,20,40,
33,278,SURF,ANY,30,20,30,
33,279,SURF,ANY,5,20,40,
34,129,GOOD_ROD,ANY,55,10,25,
34,223,GOOD_ROD,ANY,45,10,25,
34,129,OLD_ROD,ANY,100,3,10,
34,120,SUPER_ROD,ANY,15,20,40,
34,130,SUPER_ROD,ANY,40,30,40,
34,224,SUPER_ROD,ANY,45,20,50,
34,73,SURF,ANY,60,35,45,
34,279,SURF,ANY,30,35,45,
34,458,SURF,ANY,10,30,45,
35,118,GOOD_ROD,ANY,45,10,25,
35,129,GOOD_ROD,ANY,55,10,25,
35,129,OLD_ROD,ANY,100,3,10,
35,119,SUPER_ROD,ANY,45,20,50,
35,130,SUPER_ROD,ANY,55,30,55,
35,54,SURF,ANY,90,20,40,
35,55,SURF,ANY,10,20,40,
36,129,GOOD_ROD,ANY,55,10,25,
36,339,GOOD_ROD,ANY,45,10,25,
36,129,OLD_ROD,ANY,100,3,10,
36,130,SUPER_ROD,ANY,40,30,40,
36,340,SUPER_ROD,ANY,15,40,55,
36,341,SUPER_ROD,ANY,40,30,40,
36,342,SUPER_ROD,ANY,5,35,55,
36,54,SURF,ANY,90,20,40,
36,55,SURF,ANY,10,20,40,
37,118,GOOD_ROD,ANY,45,10,25,
37,129,GOOD_ROD,ANY,55,10,25,
37,129,OLD_ROD,ANY,100,3,10,
37,119,SUPER_ROD,ANY,45,20,50,
37,130,SUPER_ROD,ANY,55,30,55,
37,55,SURF,ANY,100,40,55,
38,129,GOOD_ROD,ANY,55,10,25,
38,223,GOOD_ROD,ANY,45,10,25,
38,129,OLD_ROD,ANY,100,3,10,
38,130,SUPER_ROD,ANY,40,30,40,
38,224,SUPER_ROD,ANY,45,20,50,
38,370,SUPER_ROD,ANY,15,20,30,
38,73,SURF,ANY,35,35,45,
38,279,SURF,ANY,65,35,45,
39,138,STATIC,ANY,,20,20,Fossil revival
39,140,STATIC,ANY,,20,20,Fossil revival
39,142,STATIC,ANY,,20,20,Fossil revival
39,345,STATIC,ANY,,20,20,Fossil revival
39,347,STATIC,ANY,,20,20,Fossil revival
39,408,STATIC,ANY,,20,20,Fossil revival
39,410,STATIC,ANY,,20,20,Fossil revival
40,133,STATIC,ANY,,5,5,Requires National Dex
41,41,WALK,ANY,20,7,8,
41,74,WALK,ANY,70,5,10,
41,95,WALK,ANY,10,8,9,
42,129,GOOD_ROD,ANY,55,10,25,
42,339,GOOD_ROD,ANY,45,10,25,
42,129,OLD_ROD,ANY,100,3,10,
42,130,SUPER_ROD,ANY,55,30,55,
42,340,SUPER_ROD,ANY,45,20,50,
42,41,SURF,ANY,60,20,30,
42,42,SURF,ANY,5,20,40,
42,54,SURF,ANY,30,20,30,
42,55,SURF,ANY,5,20,40,
42,41,WALK,ANY,60,6,10,
42,54,WALK,ANY,30,8,10,
42,74,WALK,ANY,80,4,9,
43,129,GOOD_ROD,ANY,55,10,25,
43,339,GOOD_ROD,ANY,45,10,25,
43,129,OLD_ROD,ANY,100,3,10,
43,130,SUPER_ROD,ANY,55,30,55,
43,340,SUPER_ROD,ANY,45,20,50,
43,41,SURF,ANY,60,20,30,
43,42,SURF,ANY,5,20,40,
43,54,SURF,ANY,30,20,30,
43,55,SURF,ANY,5,20,40,
43,41,WALK,ANY,78,4,6,
43,54,WALK,ANY,2,5,5,
43,74,WALK,ANY,20,5,5,
44,41,WALK,ANY,45,14,17,
44,74,WALK,ANY,15,15,16,
44,436,WALK,ANY,40,14,17,
44,443,WALK,ANY,15,15,17,
45,129,GOOD_ROD,ANY,55,10,25,
45,339,GOOD_ROD,ANY,45,10,25,
45,129,OLD_ROD,ANY,100,3,10,
45,294,RADAR,ANY,22,39,40,PokéRadar
45,130,SUPER_ROD,ANY,55,30,55,
45,147,SUPER_ROD,ANY,40,15,20,
45,148,SUPER_ROD,ANY,5,15,40,
45,340,SUPER_ROD,ANY,45,20,50,
45,349,SUPER_ROD,ANY,50,10,20,Feebas tiles
45,41,SURF,ANY,90,20,40,
45,42,SURF,ANY,10,20,40,
45,35,WALK,ANY,15,30,42,
45,41,WALK,ANY,10,13,15,
45,42,WALK,ANY,20,31,41,
45,66,WALK,ANY,25,13,16,
45,67,WALK,ANY,10,31,41,
45,74,WALK,ANY,20,13,15,
45,75,WALK,ANY,40,31,40,
45,173,WALK,ANY,5,12,14,
45,307,WALK,ANY,25,13,32,
45,308,WALK,ANY,10,37,41,
45,358,WALK,ANY,10,40,42,
45,436,WALK,ANY,5,36,36,
45,437,WALK,ANY,25,38,42,
45,459,WALK,ANY,20,38,38,
45,460,WALK,ANY,20,40,40,
45,41,WALK,DAY,10,12,14,
45,67,WALK,DAY,10,39,39,
45,74,WALK,DAY,10,12,14,
45,308,WALK,DAY,10,39,39,
45,67,WALK,MORNING,10,39,39,
45,173,WALK,MORNING,20,12,14,
45,308,WALK,MORNING,10,39,39,
45,41,WALK,NIGHT,10,12,14,
45,42,WALK,NIGHT,10,39,39,
45,74,WALK,NIGHT,10,12,14,
45,164,WALK,NIGHT,10,39,39,
45,433,WALK,NIGHT,10,13,40,
46,129,GOOD_ROD,ANY,100,10,25,
46,129,OLD_ROD,ANY,100,3,10,
46,130,SUPER_ROD,ANY,100,20,55,
46,42,SURF,ANY,100,35,55,
46,131,SURF,ANY,10,40,60,
46,42,WALK,ANY,20,44,52,
46,64,WALK,ANY,25,45,47,
46,67,WALK,ANY,25,44,52,
46,75,WALK,ANY,20,45,51,
46,95,WALK,ANY,10,44,50,
46,208,WALK,ANY,10,46,52,
46,308,WALK,ANY,15,44,52,
46,419,WALK,ANY,30,44,51,
47,42,WALK,ANY,30,45,66,
47,93,WALK,ANY,30,44,66,
47,436,WALK,ANY,5,44,64,
47,437,WALK,ANY,35,45,66,
48,324,RADAR,ANY,22,24,55,PokéRadar
48,485,STATIC,ANY,,70,70,
48,22,WALK,ANY,10,55,55,
48,42,WALK,ANY,10,54,56,
48,67,WALK,ANY,10,56,58,
48,74,WALK,ANY,5,25,29,
48,75,WALK,ANY,20,55,57,
48,95,WALK,ANY,5,54,56,
48,110,WALK,ANY,10,55,58,
48,111,WALK,ANY,5,22,24,
48,112,WALK,ANY,20,55,55,
48,218,WALK,ANY,5,25,29,
48,219,WALK,ANY,30,55,58,
48,227,WALK,ANY,5,56,56,
48,322,WALK,ANY,5,22,24,
48,323,WALK,ANY,20,55,58,
48,22,WALK,DAY,10,54,54,
48,75,WALK,DAY,10,54,54,
48,22,WALK,MORNING,10,54,54,
48,75,WALK,MORNING,10,54,54,
48,42,WALK,NIGHT,10,54,54,
48,354,WALK,NIGHT,10,54,54,
49,486,STATIC,ANY,,70,70,Regigigas
49,42,WALK,ANY,35,50,56,
49,75,WALK,ANY,10,52,56,
49,95,WALK,ANY,15,50,53,
49,208,WALK,ANY,20,52,56,
49,215,WALK,ANY,35,50,56,
50,129,GOOD_ROD,ANY,55,10,25,
50,456,GOOD_ROD,ANY,45,10,25,
50,129,OLD_ROD,ANY,100,3,10,
50,130,SUPER_ROD,ANY,40,30,40,
50,211,SUPER_ROD,ANY,15,20,40,
50,457,SUPER_ROD,ANY,45,20,50,
50,72,SURF,ANY,60,20,30,
50,73,SURF,ANY,5,20,40,
50,278,SURF,ANY,30,20,30,
50,279,SURF,ANY,5,20,40,
50,41,WALK,ANY,10,30,30,
50,42,WALK,ANY,20,30,32,
50,74,WALK,ANY,35,29,32,
50,75,WALK,ANY,69,29,34,
50,95,WALK,ANY,30,31,33,
50,208,WALK,ANY,10,33,34,
51,41,WALK,ANY,40,16,21,
51,42,WALK,ANY,10,19,23,
51,92,WALK,ANY,40,16,22,
51,41,WALK,DAY,10,17,21,
51,92,WALK,DAY,10,17,21,
51,41,WALK,MORNING,10,17,21,
51,92,WALK,MORNING,10,17,21,
51,198,WALK,NIGHT,20,17,21,
51,200,WALK,NIGHT,20,17,21,
52,201,WALK,ANY,100,14,25,
53,74,WALK,ANY,95,22,23,
53,449,WALK,ANY,10,22,24,
54,74,WALK,ANY,80,24,24,
54,449,WALK,ANY,20,22,25,
55,190,HONEY_TREE,ANY,15,5,15,
55,214,HONEY_TREE,ANY,5,5,15,
55,265,HONEY_TREE,ANY,45,5,15,
55,266,HONEY_TREE,ANY,20,5,15,
55,268,HONEY_TREE,ANY,20,5,15,
55,412,HONEY_TREE,ANY,30,5,15,
55,415,HONEY_TREE,ANY,60,5,15,
55,420,HONEY_TREE,ANY,25,5,15,
55,446,HONEY_TREE,ANY,100,5,15,
55,290,RADAR,ANY,22,10,12,PokéRadar
55,287,SWARM,ANY,40,10,10,Swarm
55,265,WALK,ANY,20,10,10,
55,266,WALK,ANY,20,10,10,
55,267,WALK,ANY,2,12,12,
55,268,WALK,ANY,20,10,10,
55,269,WALK,ANY,2,12,12,
55,406,WALK,ANY,19,11,12,
55,427,WALK,ANY,19,10,12,
55,265,WALK,DAY,10,11,11,
55,406,WALK,DAY,10,10,10,
55,265,WALK,MORNING,10,11,11,
55,406,WALK,MORNING,10,10,10,
55,198,WALK,NIGHT,20,10,11,
55,200,WALK,NIGHT,20,10,11,
56,129,GOOD_ROD,ANY,55,10,25,
56,456,GOOD_ROD,ANY,45,10,25,
56,190,HONEY_TREE,ANY,15,5,15,
56,214,HONEY_TREE,ANY,5,5,15,
56,265,HONEY_TREE,ANY,45,5,15,
56,266,HONEY_TREE,ANY,20,5,15,
56,268,HONEY_TREE,ANY,20,5,15,
56,412,HONEY_TREE,ANY,30,5,15,
56,415,HONEY_TREE,ANY,60,5,15,
56,420,HONEY_TREE,ANY,25,5,15,
56,446,HONEY_TREE,ANY,100,5,15,
56,129,OLD_ROD,ANY,100,3,10,
56,187,RADAR,ANY,20,29,29,PokéRadar
56,188,RADAR,ANY,2,30,30,PokéRadar
56,304,RADAR,ANY,22,29,30,PokéRadar
56,90,SUPER_ROD,ANY,15,20,40,
56,130,SUPER_ROD,ANY,40,30,40,
56,457,SUPER_ROD,ANY,45,20,50,
56,72,SURF,ANY,60,20,30,
56,73,SURF,ANY,5,20,40,
56,278,SURF,ANY,30,20,30,
56,279,SURF,ANY,5,20,40,
56,81,SWARM,ANY,40,28,29,Swarm
56,278,WALK,ANY,10,29,29,
56,403,WALK,ANY,10,28,28,
56,404,WALK,ANY,10,29,29,
56,417,WALK,ANY,10,29,29,
56,419,WALK,ANY,25,29,30,
56,422,WALK,ANY,20,28,28,
56,423,WALK,ANY,15,29,30,
57,190,HONEY_TREE,ANY,15,5,15,
57,214,HONEY_TREE,ANY,5,5,15,
57,265,HONEY_TREE,ANY,45,5,15,
57,266,HONEY_TREE,ANY,20,5,15,
57,268,HONEY_TREE,ANY,20,5,15,
57,412,HONEY_TREE,ANY,30,5,15,
57,415,HONEY_TREE,ANY,60,5,15,
57,420,HONEY_TREE,ANY,25,5,15,
57,446,HONEY_TREE,ANY,100,5,15,
58,129,GOOD_ROD,ANY,55,10,25,
58,456,GOOD_ROD,ANY,45,10,25,
58,190,HONEY_TREE,ANY,15,5,15,
58,214,HONEY_TREE,ANY,5,5,15,
58,265,HONEY_TREE,ANY,45,5,15,
58,266,HONEY_TREE,ANY,20,5,15,
58,268,HONEY_TREE,ANY,20,5,15,
58,412,HONEY_TREE,ANY,30,5,15,
58,415,HONEY_TREE,ANY,60,5,15,
58,420,HONEY_TREE,ANY,25,5,15,
58,446,HONEY_TREE,ANY,100,5,15,
58,129,OLD_ROD,ANY,100,3,10,
58,179,RADAR,ANY,22,7,9,PokéRadar
58,425,STATIC,ANY,,22,22,Friday only
58,90,SUPER_ROD,ANY,15,20,40,
58,130,SUPER_ROD,ANY,40,30,40,
58,457,SUPER_ROD,ANY,45,30,50,
58,72,SURF,ANY,60,20,30,
58,73,SURF,ANY,5,20,40,
58,278,SURF,ANY,30,20,30,
58,279,SURF,ANY,5,20,40,
58,309,SWARM,ANY,40,7,7,Swarm
58,399,WALK,ANY,10,8,8,
58,417,WALK,ANY,25,7,8,
58,418,WALK,ANY,35,7,9,
58,422,WALK,ANY,30,7,9,
59,25,WALK,ANY,10,18,18,
59,35,WALK,ANY,10,16,18,Trophy Garden daily rotation
59,39,WALK,ANY,10,16,18,Trophy Garden daily rotation
59,52,WALK,ANY,10,16,18,Trophy Garden daily rotation
59,113,WALK,ANY,10,16,18,Trophy Garden daily rotation
59,133,WALK,ANY,10,16,18,Trophy Garden daily rotation
59,137,WALK,ANY,10,16,18,Trophy Garden daily rotation
59,172,WALK,ANY,10,16,16,
59,173,WALK,ANY,10,16,18,Trophy Garden daily rotation
59,174,WALK,ANY,10,16,18,Trophy Garden daily rotation
59,183,WALK,ANY,10,16,18,Trophy Garden daily rotation
59,298,WALK,ANY,10,16,18,Trophy Garden daily rotation
59,311,WALK,ANY,10,16,18,Trophy Garden daily rotation
59,312,WALK,ANY,10,16,18,Trophy Garden daily rotation
59,315,WALK,ANY,30,16,17,
59,351,WALK,ANY,10,16,18,Trophy Garden daily rotation
59,397,WALK,ANY,20,17,17,
59,402,WALK,ANY,10,17,17,
59,438,WALK,ANY,10,16,18,Trophy Garden daily rotation
59,439,WALK,ANY,10,16,18,Trophy Garden daily rotation
59,440,WALK,ANY,10,16,18,Trophy Garden daily rotation
59,397,WALK,DAY,20,16,16,
59,172,WALK,MORNING,20,16,16,
59,402,WALK,NIGHT,20,16,16,
60,129,GOOD_ROD,ANY,55,10,25,
60,130,GOOD_ROD,ANY,5,15,30,
60,339,GOOD_ROD,ANY,40,15,20,
60,129,OLD_ROD,ANY,100,3,10,
60,130,SUPER_ROD,ANY,15,40,55,
60,318,SUPER_ROD,ANY,45,15,30,
60,340,SUPER_ROD,ANY,40,30,55,
60,54,SURF,ANY,5,20,40,
60,183,SURF,ANY,30,20,30,
60,194,SURF,ANY,60,20,30,
60,195,SURF,ANY,5,20,40,
60,46,WALK,ANY,10,22,26,Great Marsh daily rotation
60,54,WALK,ANY,8,20,26,
60,55,WALK,ANY,10,22,26,Great Marsh daily rotation
60,102,WALK,ANY,10,22,26,Great Marsh daily rotation
60,115,WALK,ANY,10,22,26,Great Marsh daily rotation
60,183,WALK,ANY,10,21,25,
60,183,WALK,ANY,15,22,26,Great Marsh daily rotation
60,193,WALK,ANY,10,22,26,Great Marsh daily rotation
60,194,WALK,ANY,20,20,24,
60,194,WALK,ANY,10,22,26,Great Marsh daily rotation
60,195,WALK,ANY,10,21,25,
60,195,WALK,ANY,15,22,26,Great Marsh daily rotation
60,285,WALK,ANY,10,22,26,Great Marsh daily rotation
60,298,WALK,ANY,10,22,26,Great Marsh daily rotation
60,298,WALK,ANY,5,20,24,
60,315,WALK,ANY,10,22,26,Great Marsh daily rotation
60,316,WALK,ANY,10,22,26,Great Marsh daily rotation
60,397,WALK,ANY,10,22,26,Great Marsh daily rotation
60,399,WALK,ANY,10,22,26,Great Marsh daily rotation
60,399,WALK,ANY,5,22,26,
60,400,WALK,ANY,20,21,25,
60,400,WALK,ANY,10,22,26,Great Marsh daily rotation
60,451,WALK,ANY,10,22,26,Great Marsh daily rotation
60,452,WALK,ANY,10,22,26,Great Marsh daily rotation
60,453,WALK,ANY,10,22,26,Great Marsh daily rotation
60,454,WALK,ANY,10,22,26,Great Marsh daily rotation
60,455,WALK,ANY,10,22,26,Great Marsh daily rotation
60,396,WALK,DAY,10,22,26,
60,406,WALK,DAY,10,20,24,
60,396,WALK,MORNING,10,22,26,
60,406,WALK,MORNING,10,20,24,
60,163,WALK,NIGHT,20,20,24,
60,164,WALK,NIGHT,10,26,26,
61,118,GOOD_ROD,ANY,45,10,25,
61,129,GOOD_ROD,ANY,55,10,25,
61,129,OLD_ROD,ANY,100,3,10,
61,202,RADAR,ANY,22,3,4,PokéRadar
61,387,STATIC,ANY,,5,5,
61,390,STATIC,ANY,,5,5,
61,393,STATIC,ANY,,5,5,
61,119,SUPER_ROD,ANY,45,20,50,
61,130,SUPER_ROD,ANY,55,30,55,
61,54,SURF,ANY,90,20,40,
61,55,SURF,ANY,10,20,40,
61,283,SWARM,ANY,40,2,2,Swarm
61,396,WALK,ANY,40,2,4,
61,399,WALK,ANY,50,2,4,
61,396,WALK,DAY,10,3,3,
61,396,WALK,MORNING,10,3,3,
61,399,WALK,NIGHT,10,3,3,
62,118,GOOD_ROD,ANY,45,10,25,
62,129,GOOD_ROD,ANY,55,10,25,
62,129,OLD_ROD,ANY,100,3,10,
62,202,RADAR,ANY,22,35,36,PokéRadar
62,482,STATIC,ANY,,50,50,
62,119,SUPER_ROD,ANY,45,20,50,
62,130,SUPER_ROD,ANY,55,30,55,
62,54,SURF,ANY,90,20,40,
62,55,SURF,ANY,10,20,40,
62,108,SWARM,ANY,40,34,36,Swarm
62,54,WALK,ANY,20,35,36,
62,397,WALK,ANY,5,35,35,
62,400,WALK,ANY,45,34,36,
62,397,WALK,DAY,20,34,36,
62,397,WALK,MORNING,20,34,36,
62,164,WALK,NIGHT,20,34,36,
62,433,WALK,NIGHT,10,35,36,
63,118,GOOD_ROD,ANY,45,10,25,
63,129,GOOD_ROD,ANY,55,10,25,
63,129,OLD_ROD,ANY,100,3,10,
63,202,RADAR,ANY,22,34,36,PokéRadar
63,480,STATIC,ANY,,50,50,
63,119,SUPER_ROD,ANY,45,20,50,
63,130,SUPER_ROD,ANY,55,30,55,
63,54,SURF,ANY,90,20,40,
63,55,SURF,ANY,10,20,40,
63,238,SWARM,ANY,40,35,35,Swarm
63,54,WALK,ANY,20,34,35,
63,215,WALK,ANY,25,35,36,
63,400,WALK,ANY,25,34,35,
63,54,WALK,DAY,10,36,36,
63,400,WALK,DAY,10,34,34,
63,54,WALK,MORNING,10,36,36,
63,400,WALK,MORNING,10,34,34,
63,164,WALK,NIGHT,20,34,36,
63,433,WALK,NIGHT,10,34,36,
64,30,RADAR,ANY,20,21,22,PokéRadar
64,33,RADAR,ANY,20,21,22,PokéRadar
64,74,WALK,ANY,20,20,20,
64,75,WALK,ANY,5,22,22,
64,203,WALK,ANY,30,21,22,
64,397,WALK,ANY,5,22,22,
64,400,WALK,ANY,15,21,22,
64,402,WALK,ANY,5,22,22,
64,75,WALK,DAY,10,21,21,
64,397,WALK,DAY,10,21,21,
64,75,WALK,MORNING,10,21,21,
64,397,WALK,MORNING,10,21,21,
64,402,WALK,NIGHT,20,21,21,
65,361,RADAR,ANY,22,35,36,PokéRadar
65,67,WALK,ANY,10,36,36,
65,215,WALK,ANY,25,34,35,
65,308,WALK,ANY,20,35,36,
65,459,WALK,ANY,25,34,35,
65,67,WALK,DAY,10,35,35,
65,307,WALK,DAY,10,35,35,
65,67,WALK,MORNING,10,35,35,
65,307,WALK,MORNING,10,35,35,
65,41,WALK,NIGHT,10,35,35,
65,164,WALK,NIGHT,10,35,35,
66,118,GOOD_ROD,ANY,45,10,25,
66,129,GOOD_ROD,ANY,55,10,25,
66,129,OLD_ROD,ANY,100,3,10,
66,119,SUPER_ROD,ANY,45,20,50,
66,130,SUPER_ROD,ANY,55,30,55,
66,55,SURF,ANY,100,40,55,
66,55,WALK,ANY,20,53,54,
66,358,WALK,ANY,10,52,54,
66,397,WALK,ANY,5,52,52,
66,400,WALK,ANY,45,52,54,
66,397,WALK,DAY,20,53,54,
66,397,WALK,MORNING,20,53,54,
66,164,WALK,NIGHT,20,53,54,
67,479,STATIC,NIGHT,,15,15,Requires National Dex
67,92,WALK,ANY,100,12,16,
68,483,STATIC,ANY,,47,47,
68,484,STATIC,ANY,,47,47,
69,491,STATIC,ANY,,40,40,
70,492,STATIC,ANY,,30,30,
71,493,STATIC,ANY,,80,80,
72,481,STATIC,ANY,,50,50,Roaming
72,488,STATIC,ANY,,50,50,Roaming
73,41,GRAND_UNDERGROUND,ANY,20,15,40,Approximate
73,42,GRAND_UNDERGROUND,ANY,10,30,45,Approximate
73,46,GRAND_UNDERGROUND,ANY,10,15,40,Approximate
73,54,GRAND_UNDERGROUND,ANY,15,15,40,Approximate
73,66,GRAND_UNDERGROUND,ANY,15,15,40,Approximate
73,67,GRAND_UNDERGROUND,ANY,8,30,45,Approximate
73,74,GRAND_UNDERGROUND,ANY,20,15,40,Approximate
73,75,GRAND_UNDERGROUND,ANY,10,30,45,Approximate
73,95,GRAND_UNDERGROUND,ANY,10,15,40,Approximate
73,116,GRAND_UNDERGROUND,ANY,10,15,40,Approximate
73,216,GRAND_UNDERGROUND,ANY,10,15,40,Approximate
73,340,GRAND_UNDERGROUND,ANY,10,20,40,Approximate
73,349,GRAND_UNDERGROUND,ANY,3,20,40,Approximate
73,443,GRAND_UNDERGROUND,ANY,5,15,30,Approximate
73,447,GRAND_UNDERGROUND,ANY,5,15,30,Approximate
